 PID, Sale_Price
908276150, 73508.5
903451090, 153963.4
527110080, 180959.4
535457010, 139863.0
903484020, 140986.0
905479110, 127582.6
527452310, 133392.6
528228445, 191845.5
923225370, 102434.4
528344040, 320384.2
532377050, 143313.3
535176050, 146770.7
906340100, 339518.5
533212050, 167717.1
909428180, 194633.6
535379110, 135175.5
534250400, 186999.8
527450520, 108531.4
527452150, 138032.3
903225040, 137694.9
911370410, 285544.2
905226080, 168114.0
914467050, 199102.2
908152260, 153888.2
534451170, 83639.7
923228310, 79654.1
910201180, 159435.7
534476100, 134287.4
923225080, 124778.1
906223210, 230055.9
905480150, 89225.6
903452090, 109636.5
527208010, 374010.8
906426090, 166437.8
903231090, 136899.9
535152280, 145166.9
528458180, 216685.1
532354060, 123417.7
909279040, 103938.5
527353060, 248417.3
916176030, 155979.8
533110130, 285700.9
911370450, 274395.0
528118110, 326206.2
528228270, 198002.4
905480240, 97227.2
914460020, 195093.5
534428060, 132162.0
534252240, 159770.4
908102050, 108761.2
914475030, 184403.7
533221040, 174998.3
535451170, 89444.4
905451340, 83732.6
528118040, 411838.6
903200080, 225543.4
527162110, 185528.9
535381040, 151056.6
528174020, 200651.6
534400290, 168818.7
903206070, 138785.6
533252130, 219735.3
906382030, 233772.1
535327200, 133177.6
535455080, 117945.3
527354160, 178343.7
902207120, 95150.5
909282060, 208628.3
902109140, 129085.0
902206270, 138175.7
533250050, 247933.7
909452050, 226650.3
527212060, 379498.6
906394060, 189418.3
534401120, 160270.8
528435010, 227613.7
528315080, 283021.4
909275030, 151861.1
528102010, 372219.4
907200290, 148307.6
902300260, 121739.9
528150110, 355722.0
535450100, 135317.3
907285010, 237167.1
533253210, 184517.0
527301280, 143361.7
905478140, 140566.9
902204080, 88765.6
907201280, 134508.8
905476170, 97259.3
923228210, 81850.0
534226120, 120725.5
527301170, 213648.5
535453040, 129625.2
535150300, 239059.6
528363020, 324496.1
907265100, 207585.7
910200060, 142225.9
532376160, 128278.7
908204180, 59793.5
909282130, 136214.4
528326110, 303208.9
534176230, 156052.0
527302210, 222169.1
526355170, 293044.4
535305180, 144103.9
905452150, 138935.7
902201090, 136589.8
527452190, 144354.7
908275280, 151252.6
527402210, 128516.5
921126010, 302817.1
905109130, 302683.1
535425070, 187049.5
905200290, 159695.5
533253060, 155172.4
535179050, 141314.2
903476100, 84335.2
533135020, 242940.0
527403120, 97831.8
528429080, 268916.9
528354100, 295324.1
902427150, 111468.9
527226040, 177693.0
924100060, 173938.6
531452180, 200607.3
907252050, 200721.6
903236200, 114412.8
910201130, 116767.1
909100080, 98014.6
535402010, 189540.0
528186100, 319481.4
905225020, 171129.9
905201110, 175868.8
527158090, 183583.2
528175010, 210382.4
902401010, 114278.7
534251320, 147967.2
902109120, 132595.5
528290170, 191795.3
534252060, 133294.5
905475510, 98906.5
527425060, 110734.7
534201130, 131700.6
526302110, 115873.2
903430050, 76899.6
902110130, 92064.0
534401110, 153759.1
528231020, 187067.2
531479020, 77608.4
905403060, 120971.9
916326010, 235186.9
527365030, 229179.7
528228295, 219707.6
527455250, 122707.0
916403040, 187751.9
527252090, 320138.4
908225240, 107112.6
528228285, 166272.7
908178050, 260599.1
916326040, 181967.2
916380060, 273432.7
903204010, 136133.9
528144020, 215481.1
906204230, 240595.3
528168030, 290996.2
531369060, 190376.0
535451100, 95995.9
906380010, 196530.1
527450460, 114491.2
534277070, 113300.4
532353050, 131090.5
527105140, 193486.0
908102330, 122437.5
907135230, 157990.6
908250030, 64881.7
902103090, 108907.4
528458120, 254107.2
535425060, 181273.5
527404100, 115621.8
905475160, 122311.8
902100010, 96906.4
534202020, 130225.8
533251110, 320977.8
528435050, 289120.8
914476130, 164856.5
924100050, 148277.9
909428280, 351593.5
906230020, 272315.7
923230180, 136105.6
907420090, 192912.8
534250010, 139075.4
532353020, 122345.1
906380180, 196251.4
531363020, 142565.4
906230010, 294767.9
923225300, 91810.8
527252050, 314142.7
923225440, 77507.0
907280090, 236529.2
527183030, 199345.3
535402220, 185762.3
532376250, 124779.1
914474020, 207046.0
907275090, 222855.5
528138030, 415677.7
908154195, 496530.7
527402240, 173417.2
903228150, 135851.7
531451020, 202445.6
909275250, 156546.5
903484080, 64586.3
534202170, 155795.8
906225180, 217826.7
916460110, 198047.2
528174010, 202198.4
528228360, 204880.2
903233140, 126927.3
535153150, 162358.4
533212020, 162075.5
909428170, 263587.3
534129060, 209463.8
527163080, 158280.0
908275290, 123712.1
903201020, 118442.1
528431110, 293746.5
903454060, 62972.1
903206120, 179876.4
527131110, 248816.6
906203120, 269862.7
908102140, 116648.3
527107210, 196085.3
923204140, 134070.5
527427200, 190786.9
528186170, 200227.6
906226070, 100594.0
527357110, 136857.1
534278170, 138480.0
534427090, 130281.0
905451390, 163940.0
534152120, 163663.8
535179120, 113374.6
528435060, 261909.9
534427140, 153542.2
903429110, 142053.0
535105110, 156316.0
528366070, 286522.4
534129040, 191734.7
535454070, 120412.3
903429080, 163978.1
906226090, 131496.5
534479130, 146608.5
527451290, 91177.1
527106150, 212556.2
916253320, 211590.3
916455010, 210418.2
907201220, 133144.3
908188150, 143445.4
527325090, 195743.3
906402070, 239129.1
909101010, 145267.3
528221100, 185009.8
528480170, 264203.2
906475110, 223033.2
903228080, 137282.3
528228575, 272770.4
907227080, 119663.1
905109170, 238994.2
528228545, 176807.5
534275010, 134968.9
903425340, 124942.0
902128160, 118503.6
533215040, 245365.5
911202100, 84655.1
528456230, 202846.6
535353160, 114940.0
902100030, 85121.8
528174070, 196759.3
528445070, 235961.5
902105060, 124288.7
909101140, 138670.3
532354160, 125087.8
528138060, 205563.0
527107090, 188963.7
904100090, 177486.8
528458130, 318783.5
535477130, 147197.1
533223010, 174597.2
528108140, 392294.3
907202130, 159333.0
527131030, 261975.8
527453010, 166508.6
907280170, 213730.9
528172030, 301794.4
905480210, 102409.0
902402010, 142009.0
528228555, 184382.1
902404010, 139046.0
907253110, 226343.8
906204150, 271481.9
910201050, 123740.3
528174030, 197435.0
532476050, 294262.7
907265030, 235360.5
902109160, 98557.6
903231240, 94259.8
902103150, 132314.4
528174040, 212321.5
916125425, 251774.7
531478010, 116249.0
916403250, 248228.6
923252080, 125211.7
534175140, 144225.5
902201120, 92805.3
534276190, 101141.1
906392090, 271926.1
916402015, 193602.3
905103110, 126646.0
907203090, 120183.4
903205085, 107488.1
528110080, 334918.6
903225140, 127868.5
903458110, 95969.2
535325350, 128585.2
528439010, 226804.3
535355100, 113835.2
905100060, 143458.1
903231080, 122186.5
902300110, 90550.4
527451460, 110459.3
535475010, 148136.1
528174050, 206897.3
527450250, 100788.9
905351089, 192125.1
535175050, 144397.5
923226270, 95552.1
908226120, 122747.6
531375130, 157284.5
905401020, 260156.1
527356050, 135744.9
534478140, 118292.2
531375120, 159426.7
908201100, 77256.6
535383060, 61638.3
534250370, 299472.5
528116010, 349182.8
921126030, 267585.5
531375100, 171736.0
535150210, 134221.2
535327160, 122721.9
528228440, 182444.1
528120170, 304268.0
527325110, 190039.6
528108010, 249813.4
909251170, 160586.5
528250020, 189642.3
527105060, 183538.5
534426110, 142056.9
534201250, 159786.6
907200170, 136991.8
908102170, 152642.6
535126100, 135726.5
533251130, 202815.2
532354090, 157448.6
905427070, 235316.6
528250010, 177312.3
905101490, 135295.8
527107010, 182697.8
534204120, 151246.7
528480100, 194778.2
535376010, 101061.8
908102260, 152130.0
534104100, 204464.6
909250220, 140958.3
923252075, 132463.1
528480040, 249024.8
903206160, 158542.5
527106050, 168258.5
910226060, 146812.2
902207080, 122118.2
535376100, 96033.5
535450160, 82542.6
908186070, 141827.0
528385050, 257123.9
903200050, 82179.9
903232030, 88805.1
527163100, 182810.4
907255020, 238969.7
528488120, 197033.6
527328050, 168741.0
907192090, 210885.9
907135170, 146326.1
905201090, 157652.5
905107240, 197489.8
907126030, 151623.6
902128150, 158257.5
527132090, 224796.6
534402060, 142918.2
531477040, 137590.7
903430060, 129560.9
907254050, 201749.3
902110080, 129288.4
534451130, 94189.9
528363110, 354982.4
903430040, 78851.1
902306120, 130663.2
528290060, 152781.0
907202220, 135931.3
907192120, 218369.1
924100040, 219444.0
527368010, 227555.2
1007100110, 107741.1
902405100, 148684.9
527216050, 438371.7
527378140, 172250.3
528228430, 200868.5
526353030, 280041.2
528429110, 269162.8
916455120, 243208.6
535353130, 108482.3
910205130, 137994.7
535477090, 118731.7
907251100, 249107.7
527146135, 298035.7
902328100, 140247.4
535180120, 126519.1
528315090, 322453.2
532353030, 146271.8
533130160, 290624.6
531382070, 243003.8
909455060, 148301.9
909452114, 214835.9
909276200, 154389.2
527451540, 102486.9
527455080, 148027.0
528228550, 177958.4
903236130, 180748.0
527453070, 138364.0
535454030, 81762.9
907131060, 175377.4
535425010, 243484.6
534176250, 135174.6
923203090, 156630.4
923400040, 180005.8
535452120, 144288.2
908128100, 187165.4
905402090, 186811.4
907290180, 142311.9
527210060, 375920.1
534200030, 119921.1
535377150, 105212.3
902206020, 71259.5
